SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK
KOPRAN,7647474176.0,SMALL CAP,46.30994,1.5225625,0.0,31.299,0.081420004,0.026689999,0.169,-0.102,158.38,PHARMA,Healthcare,Drug Manufacturers - General,2026-05-11,16.900000000000002,-10.2,3.3500000000000014,1374,0.0,8.1420004,2.6689999,31.299,-0.020049905,1393,64.11,2.76,1.36,9.11,22.695499999999996,1096
APCOTEXIND,25639923712.0,SMALL CAP,30.73648,4.4207163,0.0,23.281,0.09432,0.05988,-0.067,0.919,494.55,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-6.7,91.9,42.6,512,0.0,9.432,5.988,23.281,1.9985,1133,53.04,7.98,8.51,4.02,22.6835,1097
PREMIER,95435992.0,MICRO CAP,0.0,-0.02678435,0.0,0.0,-5.81716,0.0,-0.718,0.0,2.98,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,-71.8,0.0,-35.9,2240,0.0,-581.716,0.0,0.0,-174.5148,2352,57.25,6.13,3.44,0.53,22.683499999999995,1098
NOCIL,28634755072.0,SMALL CAP,48.157307,1.6069889,0.03147,0.453,0.06182,0.04152,0.013,-0.192,171.44,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,1.3,-19.2,-8.95,1852,3.147,6.182,4.152,0.453,3.94875,911,46.67,13.99,8.91,0.88,22.670999999999996,1099
BONLON,889616320.0,MICRO CAP,37.448273,0.9275234,0.0,49.692,0.00749,0.0032,-0.073,-0.606,54.3,OTHERS,Basic Materials,Other Industrial Metals & Mining,2026-05-11,-7.3,-60.6,-33.95,2224,0.0,0.749,0.32,49.692,-4.6645,1808,57.97,6.57,1.63,0.02,22.665999999999997,1100
BIRLAPREC,0.0,UNKNOWN,0.0,1.6145976,0.0,27.266,-0.01779,0.05406,0.013,0.571,41.19,OTHERS,,,2026-05-11,1.3,57.1,29.2,673,0.0,-1.779,5.406,27.266,-1.9088,1580,54.82,11.99,1.3,4.51,22.657999999999998,1101
AVG,2557854720.0,MICRO CAP,12.372178,0.99808455,0.0,109.016,0.10552,0.03762,-0.059,-0.058,169.87,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,-5.9,-5.800000000000001,-5.85,1784,0.0,10.552,3.762,109.016,-6.795500000000002,1929,54.75,9.76,4.19,4.81,22.656999999999996,1102
PIXTRANS,20832929792.0,SMALL CAP,19.04584,3.2647293,0.0,4.661,0.24797001,0.19001,0.084,0.585,1529.0,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,8.4,58.5,33.45,609,0.0,24.797001,19.001,4.661,11.7232503,386,52.17,11.52,6.28,6.34,22.6515,1103
SKMEGGPROD,9383016448.0,SMALL CAP,12.106123,2.76606,0.0,50.68,0.19086,0.1108,0.508,2.99,177.96,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,50.8,299.0,174.9,152,0.0,19.086,11.08,50.68,3.427799999999998,957,55.86,6.69,8.06,9.27,22.646,1104
JKTYRE,114032910336.0,MID CAP,16.053165,2.0683649,0.0,89.667,0.10689,0.04303,0.15,2.878,395.55,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,15.0,287.8,151.4,174,0.0,10.689,4.303,89.667,-4.684250000000001,1809,42.36,17.15,14.25,8.91,22.6425,1105
TEXINFRA,13226881024.0,SMALL CAP,116.62922,0.91477925,0.0,2.014,-0.67539,0.69698995,-0.039,0.0,103.8,REALTY,Real Estate,Real Estate Services,2026-05-11,-3.9,0.0,-1.95,1678,0.0,-67.539,69.698995,2.014,-3.038351250000002,1676,54.99,3.4,9.74,0.64,22.6375,1106
WINDLAS,16859655168.0,SMALL CAP,25.415207,3.1394434,0.0,5.843,0.071550004,0.076869994,0.195,-0.045,798.8,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,19.5,-4.5,7.5,1233,0.0,7.1550004000000005,7.686999399999999,5.843,3.4839499700000003,948,55.2,11.49,2.43,7.49,22.625500000000002,1107
AGI,40704356352.0,SMALL CAP,11.573768,1.6911952,0.15612,10.126,0.21176,0.13194,0.053,0.194,629.15,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,5.3,19.4,12.35,1063,15.612,21.176,13.194,10.126,14.102900000000002,293,55.45,7.6,5.82,5.19,22.6235,1108
TTML,84022796288.0,MID CAP,0.0,-0.420692,0.0,0.0,0.44332,-0.18556999,-0.041,0.0,42.98,TELECOM,Communication Services,Telecom Services,2026-05-11,-4.1000000000000005,0.0,-2.0500000000000003,1681,0.0,44.332,-18.556999,0.0,8.66035025,538,46.42,18.02,5.33,3.64,22.621499999999997,1109
BALKRISHNA,600894272.0,MICRO CAP,0.0,-0.34424838,0.0,0.0,-0.16916001,0.58131003,1.618,0.0,18.65,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,161.8,0.0,80.9,311,0.0,-16.916001,58.13100300000001,0.0,9.457950450000002,495,48.87,11.03,8.94,0.39,22.609499999999997,1110
MCLEODRUSS,6030229504.0,SMALL CAP,0.0,9.473252,0.0,3010.147,-0.01646,-0.18936001,0.202,0.0,57.73,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,20.200000000000003,0.0,10.1,1140,0.0,-1.646,-18.936001,3010.147,-306.24250025,2364,59.73,3.22,5.07,5.3,22.608999999999995,1111
SUBROS,50952384512.0,MID CAP,31.380074,4.401943,0.0,6.954,0.05258,0.044970002,0.154,0.055,781.05,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,15.4,5.5,10.45,1126,0.0,5.258,4.4970002,6.954,2.00625005,1130,45.15,14.56,13.28,8.83,22.607499999999998,1112
PINELABS,224442105856.0,LARGE CAP,888.4546,5.2411985,0.0,23.128,0.08708999,0.00929,0.237,0.0,195.46,IT,Technology,Software - Infrastructure,2026-05-11,23.7,0.0,11.85,1081,0.0,8.708999,0.929,23.128,0.5321496999999997,1308,14.34,38.11,26.03,3.67,22.592499999999998,1113
USK,1273214336.0,MICRO CAP,0.0,0.7881841,0.0,39.287,-0.1003,-0.06509,0.059,0.0,23.0,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,5.9,0.0,2.95,1397,0.0,-10.03,-6.509,39.287,-8.56495,1996,57.68,7.37,1.38,1.53,22.590999999999998,1114
MANCREDIT,3593389312.0,MICRO CAP,28.317802,2.1791852,0.0,174.678,0.75095004,0.20066999,0.446,0.038,170.19,OTHERS,Financial Services,Credit Services,2026-05-11,44.6,3.8,24.2,785,0.0,75.095004,20.066999,174.678,10.07745095,464,60.76,2.16,5.24,6.33,22.590999999999998,1115
SAILIFE,238780874752.0,LARGE CAP,71.09848,10.411486,0.0,18.397,0.25838,0.15344,0.265,0.658,1126.2,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,26.5,65.8,46.15,487,0.0,25.838,15.344,18.397,9.7477,476,38.22,24.61,10.87,8.89,22.5885,1116
HPL,23919781888.0,SMALL CAP,24.586914,2.506215,0.0,77.475,0.11892,0.05454,0.208,0.075,372.0,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,20.8,7.5,14.15,1022,0.0,11.892,5.454,77.475,-2.8164,1658,50.35,12.43,6.05,2.78,22.586,1117
MODIRUBBER,3561943808.0,MICRO CAP,20.968796,0.5114359,0.02411,2.81,-0.6717,0.52049,0.201,-0.281,141.12,REALTY,Real Estate,Real Estate Services,2026-05-11,20.1,-28.1,-4.0,1732,2.411,-67.17,52.049,2.81,-6.5759,1919,56.79,4.29,5.97,0.7,22.586,1118
PLATIND,14959228928.0,SMALL CAP,0.0,3.545286,0.0,6.353,0.13529,0.10422,0.12,0.09,264.06,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,12.0,9.0,10.5,1121,0.0,13.529,10.422,6.353,6.028899999999999,732,51.49,10.39,8.77,7.54,22.576999999999998,1119
SUVEN,57446252544.0,MID CAP,0.0,17.204802,0.0,0.0,-37.27571,0.0,0.745,0.0,217.83,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,74.5,0.0,37.25,570,0.0,-3727.571,0.0,0.0,-1118.2713,2381,41.39,24.33,5.56,5.99,22.5765,1120
SONAMLTD,1970775296.0,MICRO CAP,31.158226,2.9572897,0.0,30.114,0.08349,0.04403,0.508,0.038,49.23,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,50.8,3.8,27.3,712,0.0,8.349,4.403,30.114,0.5940500000000002,1298,58.27,5.03,5.77,7.7,22.576,1121
BHEL,1397526102016.0,LARGE CAP,87.06074,5.339302,0.06292,31.312,0.13527,0.04737,0.369,1.564,401.35,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,36.9,156.4,96.65,263,6.292000000000001,13.527,4.737,31.312,4.313350000000002,874,36.74,20.53,16.95,6.82,22.573500000000003,1122
RAJOOENG,10504321024.0,SMALL CAP,21.456205,3.1254654,0.18706,6.767,-0.00356,0.13869001,-0.117,-0.903,58.79,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,-11.7,-90.3,-51.0,2342,18.706,-0.356,13.869001,6.767,9.23085025,505,60.69,2.44,3.9,3.88,22.560499999999998,1123
JOCIL,1221335808.0,MICRO CAP,19.901592,0.58250207,0.0,2.606,0.00769,0.00641,0.194,0.0,137.52,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,19.4,0.0,9.7,1149,0.0,0.769,0.641,2.606,0.13035,1347,54.28,10.63,4.94,8.66,22.555999999999997,1124
VENUSREM,13022027776.0,SMALL CAP,17.047127,2.1884735,0.0,2.42,0.17175,0.10854,0.019,0.361,973.05,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,1.9,36.1,19.0,895,0.0,17.175,10.854,2.42,7.624,605,59.97,4.16,2.6,3.32,22.5555,1125
AERONEU,2228258304.0,MICRO CAP,113.65789,2.095178,0.0,27.163,0.04117,0.01714,-0.045,112.985,86.38,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,-4.5,11298.5,5647.0,10,0.0,4.117,1.714,27.163,-1.0527000000000006,1502,60.89,2.07,2.69,0.63,22.541999999999998,1126
GRINDWELL,199129923584.0,MID CAP,47.870644,8.729989,0.0,3.481,0.14868,0.13231,0.071,0.097,1798.5,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,7.1,9.7,8.4,1203,0.0,14.868,13.231000000000002,3.481,7.420050000000001,617,46.85,16.35,8.65,9.25,22.540000000000003,1127
TOUCHWOOD,865999360.0,MICRO CAP,18.090277,2.0730543,0.0,9.449,0.093760006,0.06656,-0.333,-0.454,78.15,OTHERS,Communication Services,Advertising Agencies,2026-05-11,-33.300000000000004,-45.4,-39.35,2270,0.0,9.3760006,6.656,9.449,3.5319001800000005,943,57.31,3.11,8.82,6.58,22.5385,1128
SGMART,76292997120.0,MID CAP,67.805145,4.9853034,0.0,17.439,0.00791,0.01687,0.222,-0.644,605.5,CAPITAL GOODS,Industrials,Industrial Distribution,2026-05-11,22.2,-64.4,-21.1,2078,0.0,0.791,1.687,17.439,-1.08485,1507,35.85,20.45,16.34,2.38,22.5295,1129
STYLAMIND,43282083840.0,SMALL CAP,30.6313,5.944819,0.0,0.0,0.18767,0.12703,0.065,0.548,2552.2,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,6.5,54.8,30.65,648,0.0,18.767,12.703,0.0,8.80585,530,49.05,14.83,4.15,1.25,22.528999999999996,1130
RADIOCITY,2157253120.0,MICRO CAP,0.0,0.4315131,0.0,27.219,0.017239999,-0.23044,-0.289,0.066,6.14,OTHERS,Communication Services,Broadcasting,2026-05-11,-28.9,6.6000000000000005,-11.15,1907,0.0,1.7239999,-23.044,27.219,-7.965700030000001,1974,50.93,13.19,5.95,7.46,22.524,1131
AAREYDRUGS,2607745280.0,MICRO CAP,75.38525,1.7333862,0.0,38.267,-0.024260001,0.00879,-0.279,-0.219,91.97,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-27.9,-21.9,-24.9,2121,0.0,-2.4260001,0.8789999999999999,38.267,-4.33475003,1787,57.07,6.03,6.9,9.86,22.5225,1132
V2RETAIL,79035187200.0,MID CAP,50.406975,19.500675,0.0,339.244,0.13772,0.05432,0.572,0.971,216.75,FMCG,Consumer Cyclical,Apparel Retail,2026-05-11,57.2,97.1,77.14999999999999,322,0.0,13.772,5.432,339.244,-28.434800000000006,2244,35.11,20.78,16.8,2.1,22.5125,1133
AGROPHOS,648974400.0,MICRO CAP,12.907257,0.92461,0.0,37.092,0.06407,0.06156,0.571,-0.631,32.01,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,57.1,-63.1,-3.000000000000004,1705,0.0,6.407,6.156,37.092,-0.2481,1412,48.28,12.32,9.05,3.48,22.5085,1134
FELDVR,1433484800.0,MICRO CAP,0.0,0.05481316,-2.38273,0.0,-0.97987,-1.31188,-0.132,0.0,2.9,FMCG,Consumer Cyclical,Department Stores,2026-05-11,-13.2,0.0,-6.6000000000000005,1800,-238.273,-97.987,-131.188,0.0,-145.58865,2345,58.57,6.72,2.26,5.75,22.505499999999998,1135
ADVANIHOTR,4963022848.0,MICRO CAP,21.054901,6.3924274,0.0,0.576,0.38746,0.22561,0.027,-0.093,53.69,FMCG,Consumer Cyclical,Lodging,2026-05-11,2.7,-9.3,-3.3000000000000003,1715,0.0,38.746,22.561,0.576,17.20645,220,56.98,4.72,8.42,9.6,22.503999999999998,1136
HLVLTD,5808079872.0,SMALL CAP,125.85715,1.2844439,0.00936,8.381,0.109519996,0.02148,0.055,-0.375,8.81,FMCG,Consumer Cyclical,Lodging,2026-05-11,5.5,-37.5,-16.0,1994,0.936,10.9519996,2.148,8.381,3.312099879999999,968,53.66,11.27,2.51,3.03,22.4865,1137
ARSHIYA,345153440.0,MICRO CAP,0.0,-0.010865327,0.0,0.0,-0.88708,0.0,0.028,0.0,1.31,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,2.8000000000000003,0.0,1.4,1456,0.0,-88.708,0.0,0.0,-26.6124,2233,59.81,3.13,2.63,0.44,22.485999999999997,1138
NAGAFERT,2350395648.0,MICRO CAP,0.0,-0.26321077,0.0,0.0,-0.58204,-0.02089,0.0,0.0,3.93,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,0.0,0.0,0.0,1515,0.0,-58.204,-2.089,0.0,-17.983449999999998,2165,50.75,11.86,6.24,4.12,22.4685,1139
PANSARI,5176465920.0,SMALL CAP,30.399591,3.6510184,0.0,47.606,0.13154,0.16825001,7.862,15.2,296.7,REALTY,Real Estate,Real Estate - Development,2026-05-11,786.2,1520.0,1153.1,29,0.0,13.154,16.825001,47.606,3.391850249999999,959,51.07,9.41,8.97,4.72,22.467999999999996,1140
KAKATCEM,1014799360.0,MICRO CAP,0.0,0.5286925,0.0,4.858,-0.50523996,-0.32766998,-0.245,0.0,130.54,OTHERS,Basic Materials,Building Materials,2026-05-11,-24.5,0.0,-12.25,1933,0.0,-50.523996,-32.766998,4.858,-23.8347483,2219,60.27,3.37,5.28,9.58,22.4675,1141
COFORGE,590850752512.0,LARGE CAP,31.411604,4.842884,0.18596001,7.518,0.16555999,0.094840005,0.305,1.34,1375.2,IT,Technology,Information Technology Services,2026-05-11,30.5,134.0,82.25,304,18.596001,16.555999,9.4840005,7.518,13.094600175000002,334,26.25,27.91,20.82,3.1,22.455499999999997,1142
21STCENMGM,359835008.0,MICRO CAP,0.0,0.7580852,0.0,0.0,1.66225,0.0,0.0,0.0,34.27,OTHERS,Financial Services,Capital Markets,2026-05-11,0.0,0.0,0.0,1601,0.0,166.225,0.0,0.0,49.8675,38,52.69,11.56,3.81,4.1,22.451999999999998,1143
SMCGLOBAL,13453949952.0,SMALL CAP,15.903465,1.071244,0.081750005,163.316,0.05549,0.062329996,0.189,4.611,64.25,OTHERS,Financial Services,Capital Markets,2026-05-11,18.9,461.1,240.0,111,8.1750005,5.549,6.232999599999999,163.316,-10.247399925000003,2048,49.37,13.87,7.16,7.81,22.4495,1144
NBCC,258389999616.0,LARGE CAP,39.545452,9.649122,0.0,0.011,0.06555,0.049689997,0.095,0.392,95.7,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,9.5,39.2,24.35,784,0.0,6.555,4.9689997,0.011,3.207649925,979,39.3,21.88,12.38,9.79,22.435,1145
AEROENTER,11825298432.0,SMALL CAP,15.00287,1.6135354,0.0,5.391,0.15538,0.0758,0.217,-0.264,104.57,METALS,Basic Materials,Steel,2026-05-11,21.7,-26.4,-2.3500000000000014,1689,0.0,15.537999999999998,7.580000000000001,5.391,6.0173,733,48.19,12.69,7.71,1.66,22.434999999999995,1146
TCC,0.0,UNKNOWN,0.0,1.8060079,0.0,5.002,0.42456,0.39821,1.077,-0.041,371.55,OTHERS,,,2026-05-11,107.7,-4.1000000000000005,51.8,443,0.0,42.456,39.821,5.002,22.19185,140,57.52,9.17,1.75,8.87,22.433500000000002,1147
NEUEON,1475812864.0,MICRO CAP,0.0,6.7095113,-0.55891997,19.061,-31.34067,0.0,0.156,0.0,26.1,METALS,Basic Materials,Steel,2026-05-11,15.6,0.0,7.8,1224,-55.891997,-3134.067,0.0,19.061,-961.68839895,2379,53.48,4.75,9.46,0.83,22.424999999999997,1148
ORCHPHARMA,36520288256.0,SMALL CAP,193.0429,2.8817677,0.0,0.0,-0.12264,-0.29572,-0.015,0.0,720.05,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-1.5,0.0,-0.75,1642,0.0,-12.264,-29.572,0.0,-11.0722,2071,58.2,2.78,8.0,7.82,22.422,1149
NUVOCO,117040078848.0,MID CAP,32.574554,1.144236,0.03742,48.061,0.10877,0.031689998,0.087,-0.149,327.7,OTHERS,Basic Materials,Building Materials,2026-05-11,8.7,-14.9,-3.1,1707,3.742,10.877,3.1689998,48.061,0.5589499499999988,1302,37.53,17.12,18.06,3.68,22.4185,1150
ORIENTBELL,4758103552.0,MICRO CAP,53.11166,1.4890914,0.0,11.857,0.03205,0.013259999,0.036,2.485,323.45,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,3.6,248.5,126.05,212,0.0,3.205,1.3259999,11.857,0.1072999750000001,1351,55.98,6.22,5.96,5.33,22.415999999999993,1151
UNIENTER,7464355840.0,SMALL CAP,37.659653,0.26243466,0.0,0.0,-8.5719595,0.25188,-0.974,0.0,107.33,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-97.4,0.0,-48.7,2322,0.0,-857.19595,25.188,0.0,-250.86178500000003,2358,53.14,7.55,6.48,0.84,22.400000000000002,1152
BAJAJHIND,44703621120.0,SMALL CAP,0.0,0.63159996,0.0,87.126,0.01359,-0.0082,-0.065,0.0,18.96,FMCG,Consumer Defensive,Confectioners,2026-05-11,-6.5,0.0,-3.25,1714,0.0,1.359,-0.8200000000000001,87.126,-8.5099,1994,59.11,4.33,3.07,3.57,22.397999999999996,1153
IDFCFIRSTB,595867598848.0,LARGE CAP,36.81915,1.2705348,0.0,0.0,0.33398,0.32775003,-0.011,-0.232,69.22,BANKING,Financial Services,Banks - Regional,2026-05-11,-1.1,-23.200000000000003,-12.150000000000002,1929,0.0,33.398,32.775003000000005,0.0,18.213150750000004,206,28.13,24.88,21.14,1.98,22.3965,1154
BRNL,1758752512.0,MICRO CAP,6.3677816,0.1673443,0.0,77.326,0.40245998,0.18107,-0.119,-0.847,20.95,CAPITAL GOODS,Industrials,Infrastructure Operations,2026-05-11,-11.9,-84.7,-48.3,2321,0.0,40.245998,18.107,77.326,8.867949399999999,528,53.59,11.95,2.64,6.3,22.3715,1155
RSL,11834015744.0,SMALL CAP,29.687632,5.5245194,0.0,49.64,0.08444,0.04498,0.074,0.288,141.61,METALS,Basic Materials,Steel,2026-05-11,7.399999999999999,28.8,18.1,915,0.0,8.444,4.498,49.64,-1.3063000000000002,1522,52.08,13.48,3.1,6.82,22.365,1156
KANORICHEM,4182762752.0,MICRO CAP,0.0,0.7873828,0.0,61.61,0.04138,0.03154,-0.235,0.0,95.73,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-23.5,0.0,-11.75,1918,0.0,4.138,3.154,61.61,-4.131100000000001,1773,57.87,8.95,1.02,8.31,22.363499999999995,1157
WEALTH,9867594752.0,SMALL CAP,41.45479,6.5477448,0.0,0.0,0.17282,0.47617,-0.607,-0.88,926.1,OTHERS,Financial Services,Capital Markets,2026-05-11,-60.7,-88.0,-74.35,2377,0.0,17.282,47.617,0.0,17.08885,223,58.1,6.55,3.41,7.9,22.3625,1158
RCF,69578907648.0,MID CAP,22.243387,1.4133626,0.0,56.443,0.03999,0.01883,-0.062,0.014,126.12,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,-6.2,1.4,-2.4,1690,0.0,3.999,1.883,56.443,-3.973850000000001,1767,45.45,17.33,6.78,4.43,22.3585,1159
INTERARCH,35272884224.0,SMALL CAP,25.855669,4.406096,0.0,1.401,0.0889,0.0734,0.437,0.316,2103.1,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,43.7,31.6,37.650000000000006,563,0.0,8.89,7.340000000000001,1.401,4.3619,866,53.04,7.92,7.4,4.32,22.358000000000004,1160
MEDPLUS,105092964352.0,MID CAP,50.827045,5.689903,0.0,64.689,0.04755,0.031659998,0.157,0.259,875.75,PHARMA,Healthcare,Pharmaceutical Retailers,2026-05-11,15.7,25.9,20.8,850,0.0,4.755,3.1659998000000003,64.689,-4.25090005,1784,41.57,14.41,14.54,1.56,22.3515,1161
ARE&M,159030738944.0,MID CAP,21.390942,2.0549388,0.0,4.005,0.0636,0.0557,0.042,-0.53,868.9,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,4.2,-53.0,-24.4,2115,0.0,6.36,5.57,4.005,2.9,1016,42.28,10.29,18.3,1.28,22.331999999999997,1162
ELGIRUBCO,2586083328.0,MICRO CAP,0.0,1.5523509,0.0,183.179,-0.27504,-0.14099,0.094,0.0,51.67,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,9.4,0.0,4.7,1327,0.0,-27.504,-14.099,183.179,-30.093850000000003,2252,55.59,2.17,9.7,2.2,22.3125,1163
LOKESHMACH,5199559680.0,SMALL CAP,279.59137,2.3272173,0.0,71.143,0.10902,0.00975,-0.02,0.0,260.02,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,-2.0,0.0,-1.0,1650,0.0,10.902,0.975,71.143,-3.59995,1732,53.33,9.38,5.16,4.59,22.310499999999998,1164
MENONBE,7778912256.0,SMALL CAP,25.010809,4.895433,0.0,33.356,0.15707,0.114700004,0.959,1.23,138.81,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,95.9,123.0,109.45,230,0.0,15.707,11.4700004,33.356,4.244000099999999,881,49.92,10.94,9.43,8.16,22.2955,1165
APOLSINHOT,3025045504.0,MICRO CAP,30.413073,1.9823662,0.0,53.838,0.03678,0.01688,0.145,-0.593,1163.3,CAPITAL GOODS,Industrials,Specialty Business Services,2026-05-11,14.499999999999998,-59.3,-22.4,2096,0.0,3.678,1.688,53.838,-3.858400000000001,1750,57.59,2.2,9.71,9.53,22.291,1166
MINDACORP,124411772928.0,MID CAP,43.903652,5.094203,0.0,62.969,0.08063,0.04958,0.246,0.321,528.6,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,24.6,32.1,28.35,688,0.0,8.062999999999999,4.958,62.969,-2.6385000000000014,1641,38.11,20.57,13.63,6.26,22.290999999999997,1167
HITECH,17941882880.0,SMALL CAP,23.729223,1.3668865,0.0,20.944,0.03292,0.02207,0.405,-0.222,88.51,METALS,Basic Materials,Steel,2026-05-11,40.5,-22.2,9.15,1175,0.0,3.292,2.207,20.944,-0.55505,1449,57.11,4.56,6.06,5.82,22.289499999999997,1168
MANAKSTEEL,4303620608.0,MICRO CAP,17.012953,1.4088345,0.0,66.71,0.03914,0.02525,0.981,3.2,65.67,METALS,Basic Materials,Steel,2026-05-11,98.1,320.0,209.05,131,0.0,3.914,2.5250000000000004,66.71,-4.865549999999999,1820,58.74,4.64,2.14,1.97,22.289,1169
STEL,8810609664.0,SMALL CAP,29.70753,0.47491333,0.0,0.0,0.99123,0.41662997,55.585,135.4,477.4,OTHERS,Financial Services,Asset Management,2026-05-11,5558.5,13540.0,9549.25,5,0.0,99.123,41.662997,0.0,40.15264925,58,50.98,13.87,1.29,0.54,22.2725,1170
NIBE,15311817728.0,SMALL CAP,0.0,6.315556,0.0,0.0,-0.30374,-0.04873,-0.603,0.0,1024.8,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,-60.3,0.0,-30.15,2179,0.0,-30.374,-4.873,0.0,-10.33045,2052,49.57,10.9,9.8,8.1,22.2595,1171
THYROCARE,76532899840.0,MID CAP,55.20666,14.309309,0.0,4.621,0.18514,0.17353001,0.178,0.525,480.85,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,17.8,52.5,35.15,591,0.0,18.514,17.353001000000003,4.621,9.43035025,496,40.22,16.43,15.14,5.32,22.258999999999997,1172
TRUALT,40801083392.0,SMALL CAP,27.646717,2.398536,0.0,110.289,0.1573,0.088240005,0.0,0.0,475.8,POWER,Energy,Oil & Gas Refining & Marketing,2026-05-11,0.0,0.0,0.0,1568,0.0,15.73,8.8240005,110.289,-4.103899875,1770,52.79,7.23,6.93,1.27,22.251,1173
NOVAAGRI,2636680448.0,MICRO CAP,15.255209,1.1803821,0.0,23.31,0.0733,0.06421,-0.245,-0.761,29.29,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,-24.5,-76.1,-50.3,2338,0.0,7.33,6.421,23.31,1.4732499999999995,1193,54.7,4.66,8.57,4.41,22.2445,1174
JINDWORLD,29887563776.0,SMALL CAP,45.166664,3.6111445,0.0,71.079,0.04512,0.029189998,-0.148,-0.239,29.81,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-14.8,-23.9,-19.35,2057,0.0,4.5120000000000005,2.9189998000000004,71.079,-5.02455005,1833,56.27,5.63,3.56,0.37,22.236500000000003,1175
HARRMALAYA,4075506944.0,MICRO CAP,16.178022,2.4684775,0.0,68.843,0.04927,0.04768,-0.008,-0.318,220.83,FMCG,Consumer Defensive,Farm Products,2026-05-11,-0.8,-31.8,-16.3,2002,0.0,4.9270000000000005,4.768,68.843,-4.2142,1782,45.5,13.7,9.47,1.72,22.230499999999996,1176
ALLCARGO,14588361728.0,SMALL CAP,20.723404,1.3994253,0.0,58.456,0.01938,0.00153,-0.874,0.0,9.74,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,-87.4,0.0,-43.7,2296,0.0,1.938,0.153,58.456,-5.225950000000001,1850,53.06,12.38,2.28,6.46,22.208999999999996,1177
NRAIL,8566563840.0,SMALL CAP,37.81743,1.0846168,0.0,92.625,0.07111,0.01131,0.348,0.134,503.35,OTHERS,Basic Materials,Paper & Paper Products,2026-05-11,34.8,13.4,24.1,788,0.0,7.111000000000001,1.131,92.625,-6.846450000000001,1932,52.96,10.24,6.27,9.68,22.207499999999996,1178
