FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
1300,MEDPLUS,PHARMA,50.827045,5.689903,0.0,0.157,0.259,41.57,14.41,14.54,20.8,-4.25090005,22.3515,21.34661721070091,13.704353427140182,AVOID,"MEDPLUS operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.7.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.16.

Promoter holding is currently 41.57%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MEDPLUS: AVOID."
1301,ICICIGI,OTHERS,33.12081,5.6685658,0.17851,0.122,0.067,37.07,27.89,10.02,9.45,11.854049879999998,23.6905,12.568736057743989,13.643062175548796,AVOID,"ICICIGI operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.64.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.18, while revenue growth stands at 0.12.

Promoter holding is currently 37.07%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ICICIGI: AVOID."
1302,NDRAUTO,AUTO,33.242172,5.988661,0.0,0.189,0.135,54.07,7.34,3.29,16.2,2.8067,21.051,18.39607729496906,13.591425458993813,AVOID,"NDRAUTO operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.59.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.19.

Promoter holding is currently 54.07%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for NDRAUTO: AVOID."
1303,TCIEXP,CAPITAL GOODS,24.892548,2.5896065,0.0,0.059,0.149,37.98,3.76,2.6,10.4,4.09394988,14.924999999999995,31.148859678602424,13.562956899720485,AVOID,"TCIEXP operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.56.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.06.

Promoter holding is currently 37.98%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TCIEXP: AVOID."
1304,VINATIORGA,CHEMICALS,32.096508,4.8415933,0.0,0.017,0.076,52.17,20.52,16.93,4.65,12.0696,28.177,14.546125311576416,13.560505062315285,AVOID,"VINATIORGA operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.56.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.02.

Promoter holding is currently 52.17%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VINATIORGA: AVOID."
1305,DREDGECORP,CAPITAL GOODS,0.0,2.2944174,-0.05193,-0.149,0.0,36.91,13.69,1.45,-7.449999999999999,-14.4199,17.291999999999998,83.07521464926128,13.512472929852258,AVOID,"DREDGECORP operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.51.

Business quality metrics remain healthy with Return on Equity (ROE) at -0.05, while revenue growth stands at -0.15.

Promoter holding is currently 36.91%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for DREDGECORP: AVOID."
1306,VMM,FMCG,73.053894,8.163265,0.0,0.17,0.158,51.23,21.95,18.81,16.4,2.4569499999999995,28.463,10.710901605296222,13.491865321059244,AVOID,"VMM operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.49.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.17.

Promoter holding is currently 51.23%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VMM: AVOID."
1307,SHYAMMETL,METALS,25.131163,2.2138422,0.0,0.178,0.0,52.76,39.05,17.26,8.9,2.2887,34.321,16.336487753127855,13.488107550625571,AVOID,"SHYAMMETL operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.49.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.18.

Promoter holding is currently 52.76%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SHYAMMETL: AVOID."
1308,KINGFA,CHEMICALS,41.521263,5.559853,0.0,0.111,0.166,40.53,13.12,6.8,13.85,6.088649875000001,19.0385,18.3530427561028,13.45990351372056,AVOID,"KINGFA operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.46.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.11.

Promoter holding is currently 40.53%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KINGFA: AVOID."
1309,SUNDARAM,OTHERS,71.5,0.8666667,0.0,0.221,0.0,37.34,8.82,9.04,11.05,-1.66765,17.583000000000002,35.5944042630447,13.45018585260894,AVOID,"SUNDARAM operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.45.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.22.

Promoter holding is currently 37.34%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SUNDARAM: AVOID."
1310,GODAVARIB,CHEMICALS,44.364964,2.1442933,0.0,0.028,0.229,64.81,3.64,7.83,12.85,-5.200550025,25.239,30.37742807762183,13.418120608024369,AVOID,"GODAVARIB operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.42.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.03.

Promoter holding is currently 64.81%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GODAVARIB: AVOID."
1311,TCC,OTHERS,0.0,1.8060079,0.0,1.077,-0.041,57.52,9.17,1.75,51.8,22.19185,22.4335,-66.38877698154035,13.406499603691929,AVOID,"TCC operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.41.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 1.08.

Promoter holding is currently 57.52%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TCC: AVOID."
1312,KENNAMET,CAPITAL GOODS,61.33386,8.516233,0.14094,0.164,0.102,38.71,17.26,18.61,13.3,10.10445018,22.713,9.163940173230404,13.39672308864608,AVOID,"KENNAMET operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.4.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.14, while revenue growth stands at 0.16.

Promoter holding is currently 38.71%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KENNAMET: AVOID."
